season,name,position,GW,minutes,total_points,expected_goals,expected_assists,clean_sheets,saves,bps,value,team_difficulty,opponent_difficulty,target_next_gw
24-25,Gabriel dos Santos Magalhães,DEF,24.0,90,2,0.05,0.02,0,0.0,11,64,4,5,6.0
24-25,Gabriel dos Santos Magalhães,DEF,25.0,90,6,0.0,0.04,1,0.0,29,63,1,5,2.0
24-25,Gabriel dos Santos Magalhães,DEF,26.0,90,2,0.14,0.09,0,0.0,9,63,2,5,7.0
24-25,Gabriel dos Santos Magalhães,DEF,27.0,90,7,0.0,0.01,1,0.0,27,63,4,5,2.0
24-25,Gabriel dos Santos Magalhães,DEF,28.0,90,2,0.0,0.03,0,0.0,13,63,3,5,5.0
24-25,Gabriel dos Santos Magalhães,DEF,29.0,90,5,0.0,0.01,1,0.0,25,64,3,5,1.0
24-25,Gabriel dos Santos Magalhães,DEF,30.0,15,1,0.0,0.0,0,0.0,3,64,3,5,0.0
24-25,Georginio Rutter,MID,2.0,1,1,0.0,0.01,0,0.0,4,55,2,3,1.0
24-25,Georginio Rutter,MID,3.0,18,1,0.14,0.0,0,0.0,2,55,5,3,3.0
24-25,Georginio Rutter,MID,4.0,66,3,0.4,0.1,1,0.0,1,55,2,3,2.0
24-25,Georginio Rutter,MID,5.0,70,2,0.31,0.05,0,0.0,3,55,4,3,7.0
24-25,Georginio Rutter,MID,6.0,70,7,0.14,0.26,0,0.0,25,55,4,3,11.0
24-25,Georginio Rutter,MID,7.0,73,11,0.25,0.01,0,0.0,29,55,2,3,6.0
24-25,Georginio Rutter,MID,8.0,71,6,0.0,0.26,1,0.0,17,55,4,3,5.0
24-25,Georginio Rutter,MID,9.0,79,5,0.19,0.23,1,0.0,15,55,3,3,2.0
24-25,Georginio Rutter,MID,10.0,90,2,0.34,0.02,0,0.0,8,55,5,3,2.0
24-25,Georginio Rutter,MID,11.0,65,2,0.18,0.0,0,0.0,-2,56,4,3,5.0
24-25,Georginio Rutter,MID,12.0,63,5,0.2,0.01,1,0.0,13,56,3,3,2.0
24-25,Georginio Rutter,MID,13.0,87,2,0.43,0.01,0,0.0,5,56,1,3,1.0
24-25,Georginio Rutter,MID,14.0,9,1,0.0,0.0,0,0.0,4,56,3,3,2.0
24-25,Georginio Rutter,MID,15.0,90,2,0.0,0.04,0,0.0,15,56,1,3,2.0
24-25,Georginio Rutter,MID,16.0,71,2,0.02,0.0,0,0.0,4,56,3,3,2.0
24-25,Georginio Rutter,MID,17.0,67,2,0.02,0.0,0,0.0,4,55,2,3,1.0
24-25,Georginio Rutter,MID,18.0,12,1,0.04,0.0,0,0.0,1,54,3,3,1.0
24-25,Georginio Rutter,MID,19.0,32,1,0.11,0.01,0,0.0,5,53,4,3,1.0
24-25,Georginio Rutter,MID,20.0,45,1,0.0,0.0,0,0.0,5,52,5,3,6.0
24-25,Georginio Rutter,MID,21.0,27,6,0.17,0.19,0,0.0,24,52,2,3,6.0
24-25,Georginio Rutter,MID,22.0,21,6,0.27,0.02,0,0.0,24,51,3,3,1.0
24-25,Georginio Rutter,MID,23.0,45,1,0.05,0.05,0,0.0,2,51,3,3,2.0
24-25,Georginio Rutter,MID,24.0,90,2,0.14,0.05,0,0.0,14,51,4,3,3.0
24-25,Georginio Rutter,MID,25.0,72,3,0.09,0.02,1,0.0,5,51,3,3,8.0
24-25,Georginio Rutter,MID,26.0,78,8,0.69,0.0,1,0.0,24,51,1,3,5.0
24-25,Georginio Rutter,MID,27.0,89,5,0.39,0.22,0,0.0,11,51,3,3,2.0
24-25,Georginio Rutter,MID,28.0,76,2,0.0,0.06,0,0.0,13,51,3,3,5.0
24-25,Georginio Rutter,MID,29.0,74,5,0.0,0.05,0,0.0,13,51,4,3,0.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,3.0,15,1,0.0,0.0,0,0.0,6,54,4,3,1.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,4.0,4,1,0.0,0.01,0,0.0,3,54,4,3,1.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,5.0,25,1,0.0,0.0,0,0.0,3,54,4,3,0.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,7.0,22,1,0.04,0.07,0,0.0,6,53,3,3,1.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,8.0,10,1,0.0,0.0,0,0.0,1,53,4,3,1.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,9.0,1,1,0.0,0.0,0,0.0,3,53,3,3,3.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,10.0,28,3,0.08,0.05,0,0.0,14,53,3,3,1.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,11.0,17,1,0.0,0.0,0,0.0,3,53,1,3,6.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,12.0,1,6,0.24,0.0,0,0.0,23,53,3,3,4.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,13.0,26,4,0.02,0.11,0,0.0,18,53,3,3,1.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,14.0,56,1,0.02,0.0,0,0.0,0,53,3,3,1.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,15.0,28,1,0.13,0.06,0,0.0,5,53,2,3,4.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,16.0,26,4,0.0,0.08,0,0.0,20,53,2,3,13.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,17.0,73,13,0.05,0.01,1,0.0,40,53,1,3,3.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,18.0,73,3,0.04,0.03,1,0.0,-1,53,2,3,1.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,19.0,45,1,0.01,0.03,0,0.0,1,53,3,3,2.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,20.0,74,2,0.11,0.07,0,0.0,9,53,4,3,2.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,21.0,68,2,0.34,0.02,0,0.0,8,53,4,3,1.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,22.0,16,1,0.02,0.0,0,0.0,1,53,4,3,1.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,23.0,3,1,0.0,0.0,0,0.0,1,53,5,3,3.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,24.0,72,3,1.08,0.0,1,0.0,-1,53,3,3,1.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,25.0,45,1,0.0,0.05,0,0.0,3,53,5,3,0.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,28.0,7,1,0.0,0.0,0,0.0,3,53,3,3,1.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,29.0,21,1,0.0,0.03,0,0.0,3,53,1,3,0.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,34.0,1,1,0.08,0.0,0,0.0,2,53,1,3,1.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,35.0,10,1,0.0,0.01,0,0.0,3,53,4,3,1.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,36.0,58,1,0.52,0.01,0,0.0,-2,53,3,3,2.0
24-25,Gonçalo Manuel Ganchinho Guedes,MID,37.0,90,2,0.17,0.12,0,0.0,7,53,3,3,2.0
24-25,Guglielmo Vicario,GK,1.0,90,2,0.0,0.0,0,2.0,16,50,1,2,6.0
24-25,Guglielmo Vicario,GK,2.0,90,6,0.0,0.0,1,1.0,30,50,3,3,1.0
24-25,Guglielmo Vicario,GK,3.0,90,1,0.0,0.0,0,1.0,4,50,4,2,2.0
24-25,Guglielmo Vicario,GK,4.0,90,2,0.0,0.0,0,3.0,8,50,5,3,3.0
24-25,Guglielmo Vicario,GK,5.0,90,3,0.0,0.0,0,5.0,17,50,3,3,6.0
24-25,Guglielmo Vicario,GK,6.0,90,6,0.0,0.0,1,2.0,31,50,3,2,1.0
24-25,Guglielmo Vicario,GK,7.0,90,1,0.0,0.0,0,1.0,6,50,3,2,2.0
24-25,Guglielmo Vicario,GK,8.0,90,2,0.0,0.0,0,2.0,12,50,2,3,3.0
24-25,Guglielmo Vicario,GK,9.0,90,3,0.0,0.0,0,5.0,20,50,3,2,2.0
24-25,Guglielmo Vicario,GK,10.0,90,2,0.0,0.0,0,1.0,6,50,3,3,1.0
24-25,Guglielmo Vicario,GK,11.0,90,1,0.0,0.0,0,1.0,1,50,2,3,8.0
24-25,Guglielmo Vicario,GK,12.0,90,8,0.0,0.0,1,5.0,34,50,4,2,0.0
24-25,Guglielmo Vicario,GK,25.0,90,9,0.0,0.0,1,6.0,32,48,2,3,3.0
24-25,Guglielmo Vicario,GK,26.0,90,3,0.0,0.0,0,4.0,11,48,2,2,3.0
24-25,Guglielmo Vicario,GK,27.0,90,3,0.0,0.0,0,4.0,12,48,4,3,3.0
24-25,Guglielmo Vicario,GK,28.0,90,3,0.0,0.0,0,6.0,15,48,3,3,1.0
24-25,Guglielmo Vicario,GK,29.0,90,1,0.0,0.0,0,2.0,4,48,3,2,3.0
24-25,Guglielmo Vicario,GK,30.0,90,3,0.0,0.0,0,4.0,18,48,4,2,3.0
24-25,Guglielmo Vicario,GK,31.0,90,3,0.0,0.0,0,3.0,18,48,1,3,0.0
24-25,Guglielmo Vicario,GK,32.0,90,0,0.0,0.0,0,2.0,2,48,3,2,1.0
24-25,Guglielmo Vicario,GK,33.0,90,1,0.0,0.0,0,1.0,-1,48,4,3,0.0
24-25,Guglielmo Vicario,GK,34.0,90,0,0.0,0.0,0,2.0,-7,48,5,2,2.0
24-25,Guglielmo Vicario,GK,35.0,90,2,0.0,0.0,0,1.0,4,48,2,2,0.0
24-25,Guido Rodríguez,MID,1.0,84,2,0.02,0.03,0,0.0,15,50,3,2,3.0
24-25,Guido Rodríguez,MID,2.0,90,3,0.02,0.0,1,0.0,11,50,3,2,1.0
24-25,Guido Rodríguez,MID,3.0,90,1,0.01,0.0,0,0.0,9,50,4,2,1.0
24-25,Guido Rodríguez,MID,4.0,69,1,0.0,0.01,0,0.0,7,50,3,2,1.0
24-25,Guido Rodríguez,MID,5.0,37,1,0.0,0.01,0,0.0,3,50,3,2,2.0
24-25,Guido Rodríguez,MID,6.0,90,2,0.01,0.02,0,0.0,11,50,3,2,2.0
24-25,Guido Rodríguez,MID,7.0,69,2,0.0,0.01,0,0.0,12,49,2,2,2.0
24-25,Guido Rodríguez,MID,8.0,69,2,0.0,0.0,0,0.0,15,49,3,2,2.0
24-25,Guido Rodríguez,MID,9.0,90,2,0.0,0.01,0,0.0,21,49,2,2,0.0
24-25,Guido Rodríguez,MID,10.0,45,0,0.0,0.01,0,0.0,-1,49,4,2,3.0
24-25,Guido Rodríguez,MID,11.0,66,3,0.02,0.01,1,0.0,15,49,3,2,1.0
24-25,Guido Rodríguez,MID,12.0,6,1,0.0,0.0,0,0.0,2,49,4,2,1.0
24-25,Guido Rodríguez,MID,13.0,13,1,0.06,0.01,0,0.0,5,49,5,2,0.0
24-25,Guido Rodríguez,MID,15.0,3,0,0.0,0.0,0,0.0,-1,48,3,2,0.0
24-25,Guido Rodríguez,MID,17.0,1,1,0.0,0.0,0,0.0,3,48,3,2,2.0
24-25,Guido Rodríguez,MID,18.0,67,2,0.08,0.0,1,0.0,8,48,1,2,0.0
24-25,Guido Rodríguez,MID,21.0,80,2,0.0,0.0,0,0.0,16,48,3,2,1.0
24-25,Guido Rodríguez,MID,22.0,45,1,0.0,0.0,0,0.0,8,48,3,2,1.0
24-25,Guido Rodríguez,MID,23.0,1,1,0.0,0.0,0,0.0,3,48,4,2,0.0
24-25,Guido Rodríguez,MID,29.0,1,1,0.0,0.0,0,0.0,3,48,3,2,0.0
24-25,Guido Rodríguez,MID,36.0,63,3,0.0,0.01,1,0.0,10,48,3,2,0.0
24-25,Guido Rodríguez,MID,37.0,58,0,0.0,0.02,0,0.0,1,48,4,2,4.0
24-25,Harrison Reed,MID,1.0,1,1,0.0,0.0,0,0.0,4,50,3,3,1.0
24-25,Harrison Reed,MID,2.0,4,1,0.0,0.01,0,0.0,3,50,1,3,1.0
24-25,Harrison Reed,MID,3.0,3,1,0.0,0.0,0,0.0,3,50,2,3,1.0
24-25,Harrison Reed,MID,4.0,4,1,0.0,0.08,0,0.0,8,49,2,3,0.0
24-25,Harrison Reed,MID,5.0,23,0,0.0,0.0,0,0.0,-2,49,4,3,0.0
24-25,Harrison Reed,MID,6.0,7,0,0.0,0.0,0,0.0,3,49,4,3,0.0
24-25,Harrison Reed,MID,9.0,11,1,0.01,0.0,0,0.0,2,48,3,3,0.0
24-25,Harrison Reed,MID,11.0,1,1,0.0,0.0,0,0.0,2,48,3,3,0.0
24-25,Harrison Reed,MID,25.0,8,1,0.13,0.0,0,0.0,5,47,4,3,0.0
24-25,Harrison Reed,MID,28.0,9,1,0.0,0.0,0,0.0,-2,47,3,3,0.0
24-25,Harrison Reed,MID,31.0,14,1,0.09,0.0,0,0.0,7,47,5,3,0.0
24-25,Harrison Reed,MID,35.0,15,1,0.0,0.0,0,0.0,3,47,4,3,0.0
24-25,Harry Amass,DEF,29.0,21,1,0.0,0.0,0,0.0,1,40,1,2,0.0
24-25,Harry Amass,DEF,32.0,54,0,0.03,0.0,0,0.0,-6,40,4,2,2.0
24-25,Harry Amass,DEF,33.0,90,2,0.0,0.04,0,0.0,11,40,3,3,0.0
24-25,Harry Amass,DEF,35.0,90,0,0.02,0.01,0,0.0,-4,40,3,2,1.0
24-25,Harry Amass,DEF,36.0,90,1,0.02,0.02,0,0.0,-1,40,2,3,0.0
24-25,Harry Maguire,DEF,1.0,80,5,0.0,0.01,1,0.0,22,50,3,3,2.0
24-25,Harry Maguire,DEF,2.0,78,2,0.04,0.0,0,0.0,12,50,3,2,1.0
24-25,Harry Maguire,DEF,3.0,21,1,0.0,0.0,0,0.0,5,50,5,3,0.0
24-25,Harry Maguire,DEF,4.0,16,0,0.0,0.01,0,0.0,-1,50,1,2,0.0
24-25,Harry Maguire,DEF,7.0,45,0,0.0,0.0,0,0.0,0,49,4,2,0.0
24-25,Harry Maguire,DEF,13.0,34,1,0.0,0.0,0,0.0,3,49,3,3,0.0
24-25,Harry Maguire,DEF,14.0,58,0,0.0,0.0,0,0.0,8,49,5,2,1.0
24-25,Harry Maguire,DEF,15.0,25,1,0.0,0.01,0,0.0,9,49,4,3,2.0
24-25,Harry Maguire,DEF,16.0,90,2,0.0,0.0,0,0.0,11,49,4,2,1.0
24-25,Harry Maguire,DEF,17.0,90,1,0.0,0.11,0,0.0,-4,49,3,3,1.0
24-25,Harry Maguire,DEF,18.0,90,1,0.08,0.01,0,0.0,11,49,3,2,1.0
24-25,Harry Maguire,DEF,19.0,90,1,0.06,0.01,0,0.0,8,49,4,3,0.0
24-25,Harry Maguire,DEF,20.0,90,0,0.31,0.01,0,0.0,-3,49,5,2,1.0
24-25,Harry Maguire,DEF,21.0,7,1,0.0,0.0,0,0.0,3,49,1,3,0.0
24-25,Harry Maguire,DEF,22.0,90,0,0.0,0.01,0,0.0,-2,49,3,3,8.0
24-25,Harry Maguire,DEF,23.0,90,8,0.0,0.0,1,0.0,29,49,3,2,0.0
24-25,Harry Maguire,DEF,24.0,90,0,0.12,0.02,0,0.0,4,49,3,3,2.0
24-25,Harry Maguire,DEF,25.0,90,2,0.0,0.01,0,0.0,13,49,3,2,1.0
24-25,Harry Maguire,DEF,26.0,90,1,0.0,0.0,0,0.0,12,49,3,2,8.0
24-25,Harry Maguire,DEF,27.0,90,8,0.2,0.0,0,0.0,33,49,2,3,0.0
24-25,Harry Maguire,DEF,30.0,2,1,0.6,0.0,0,0.0,-2,49,4,2,1.0
24-25,Harry Maguire,DEF,31.0,57,1,0.0,0.0,0,0.0,9,49,4,3,0.0
24-25,Harry Maguire,DEF,34.0,65,2,0.05,0.01,0,0.0,6,49,3,2,0.0
24-25,Harry Maguire,DEF,35.0,55,0,0.0,0.01,0,0.0,-3,49,3,2,1.0
24-25,Harry Maguire,DEF,36.0,38,1,0.36,0.01,0,0.0,3,49,2,3,2.0
24-25,Harry Maguire,DEF,37.0,90,2,0.0,0.0,0,0.0,7,49,4,2,6.0
24-25,Harry Wilson,MID,1.0,12,1,0.0,0.01,0,0.0,4,55,3,3,0.0
24-25,Harry Wilson,MID,2.0,21,0,0.0,0.01,0,0.0,0,55,1,3,1.0
24-25,Harry Wilson,MID,3.0,3,1,0.0,0.0,0,0.0,3,54,2,3,0.0
24-25,Harry Wilson,MID,8.0,10,1,0.0,0.01,0,0.0,4,53,3,3,1.0
24-25,Harry Wilson,MID,9.0,11,1,0.0,0.01,0,0.0,3,53,3,3,13.0
24-25,Harry Wilson,MID,10.0,8,13,0.3,0.01,0,0.0,44,52,3,3,6.0
24-25,Harry Wilson,MID,11.0,8,6,0.45,0.0,0,0.0,24,52,3,3,1.0
24-25,Harry Wilson,MID,12.0,31,1,0.03,0.06,0,0.0,1,52,3,3,1.0
24-25,Harry Wilson,MID,13.0,28,1,0.0,0.01,0,0.0,3,52,3,3,2.0
24-25,Harry Wilson,MID,14.0,79,2,0.17,0.06,0,0.0,6,52,3,3,1.0
24-25,Harry Wilson,MID,15.0,30,1,0.0,0.0,0,0.0,4,52,5,3,2.0
24-25,Harry Wilson,MID,16.0,86,2,0.62,0.02,0,0.0,4,52,5,3,3.0
24-25,Harry Wilson,MID,17.0,86,3,0.26,0.05,1,0.0,6,52,1,3,6.0
24-25,Harry Wilson,MID,18.0,23,6,0.67,0.0,0,0.0,23,52,4,3,8.0
24-25,Harry Wilson,MID,19.0,77,8,0.36,0.01,0,0.0,31,52,3,3,6.0
24-25,Harry Wilson,MID,20.0,90,6,0.14,0.16,0,0.0,29,52,2,3,2.0
24-25,Harry Wilson,MID,21.0,84,2,0.26,0.07,0,0.0,16,52,2,3,7.0
24-25,Harry Wilson,MID,22.0,90,7,0.03,0.44,1,0.0,32,52,1,3,1.0
24-25,Harry Wilson,MID,23.0,52,1,0.0,0.01,0,0.0,5,52,2,3,0.0
24-25,Harry Wilson,MID,33.0,11,1,0.0,0.01,0,0.0,6,52,3,3,2.0
24-25,Harry Wilson,MID,34.0,85,2,0.01,0.14,0,0.0,11,52,1,3,2.0
24-25,Harry Wilson,MID,35.0,66,2,0.46,0.01,0,0.0,14,52,4,3,2.0
24-25,Harry Wilson,MID,36.0,73,2,0.3,0.03,0,0.0,15,52,3,3,6.0
24-25,Harry Wilson,MID,37.0,24,6,0.01,0.03,0,0.0,27,52,3,3,2.0
24-25,Harvey Barnes,MID,1.0,20,1,0.0,0.0,0,0.0,1,65,1,4,5.0
24-25,Harvey Barnes,MID,2.0,32,5,0.17,0.31,0,0.0,21,65,3,4,9.0
24-25,Harvey Barnes,MID,3.0,60,9,0.25,0.01,0,0.0,30,64,2,4,8.0
24-25,Harvey Barnes,MID,4.0,45,8,0.17,0.2,0,0.0,25,64,3,4,10.0
24-25,Harvey Barnes,MID,5.0,90,10,0.43,0.14,0,0.0,34,64,3,4,2.0
24-25,Harvey Barnes,MID,6.0,76,2,0.25,0.02,0,0.0,5,65,4,4,3.0
24-25,Harvey Barnes,MID,7.0,61,3,0.0,0.04,1,0.0,2,65,3,4,1.0
24-25,Harvey Barnes,MID,8.0,25,1,0.03,0.17,0,0.0,9,65,3,4,2.0
24-25,Harvey Barnes,MID,9.0,67,2,0.16,0.04,0,0.0,7,65,4,4,1.0
24-25,Harvey Barnes,MID,10.0,5,1,0.0,0.41,0,0.0,6,64,5,4,7.0
24-25,Harvey Barnes,MID,11.0,10,7,0.27,0.0,0,0.0,22,63,4,4,1.0
24-25,Harvey Barnes,MID,12.0,45,1,0.0,0.05,0,0.0,6,63,2,4,2.0
24-25,Harvey Barnes,MID,13.0,68,2,0.0,0.02,0,0.0,2,63,3,4,1.0
24-25,Harvey Barnes,MID,14.0,16,1,0.0,0.0,0,0.0,3,62,5,4,7.0
24-25,Harvey Barnes,MID,15.0,72,7,0.17,0.3,0,0.0,26,62,3,4,1.0
24-25,Harvey Barnes,MID,16.0,26,1,0.15,0.23,0,0.0,10,62,1,4,1.0
24-25,Harvey Barnes,MID,17.0,26,1,0.04,0.62,0,0.0,3,62,2,4,1.0
24-25,Harvey Barnes,MID,18.0,12,1,0.13,0.01,0,0.0,5,61,3,4,1.0
24-25,Harvey Barnes,MID,19.0,5,1,0.0,0.0,0,0.0,4,61,3,4,1.0
24-25,Harvey Barnes,MID,20.0,12,1,0.19,0.05,0,0.0,5,60,3,4,0.0
24-25,Harvey Barnes,MID,26.0,20,1,0.03,0.0,0,0.0,2,59,4,4,1.0
24-25,Harvey Barnes,MID,27.0,22,1,0.0,0.0,0,0.0,4,59,5,4,6.0
24-25,Harvey Barnes,MID,28.0,78,6,0.38,0.48,1,0.0,21,59,2,4,5.0
24-25,Harvey Barnes,MID,30.0,90,5,0.25,0.21,0,0.0,17,59,3,4,8.0
24-25,Harvey Barnes,MID,31.0,90,8,1.26,0.05,1,0.0,23,59,1,4,15.0
24-25,Harvey Barnes,MID,32.0,90,15,0.8,0.21,0,0.0,54,59,2,4,12.0
24-25,Harvey Barnes,MID,32.0,90,12,0.21,0.02,1,0.0,36,59,3,4,5.0
24-25,Harvey Barnes,MID,33.0,75,5,0.05,0.19,0,0.0,17,59,4,4,3.0
24-25,Harvey Barnes,MID,34.0,76,3,0.14,0.21,1,0.0,15,60,2,4,2.0
24-25,Harvey Barnes,MID,35.0,90,2,0.26,0.22,0,0.0,11,60,3,4,3.0
24-25,Harvey Barnes,MID,36.0,90,3,0.37,0.14,1,0.0,6,60,3,4,2.0
24-25,Harvey Barnes,MID,37.0,75,2,0.21,0.03,0,0.0,4,59,5,4,2.0
24-25,Harvey Elliott,MID,2.0,7,1,0.0,0.02,0,0.0,3,54,3,5,0.0
24-25,Harvey Elliott,MID,13.0,1,1,0.0,0.0,0,0.0,5,52,4,5,0.0
24-25,Harvey Elliott,MID,16.0,11,1,0.04,0.07,0,0.0,4,52,3,5,1.0
24-25,Harvey Elliott,MID,17.0,3,1,0.0,0.0,0,0.0,1,52,3,5,1.0
24-25,Harvey Elliott,MID,18.0,1,1,0.0,0.06,0,0.0,3,52,1,5,1.0
24-25,Harvey Elliott,MID,19.0,16,1,0.0,0.0,0,0.0,3,52,2,5,1.0
24-25,Harvey Elliott,MID,20.0,4,1,0.0,0.0,0,0.0,3,52,2,5,0.0
24-25,Harvey Elliott,MID,22.0,10,4,0.0,0.18,0,0.0,16,52,3,5,1.0
24-25,Harvey Elliott,MID,23.0,22,1,0.03,0.02,0,0.0,2,52,2,5,0.0
24-25,Harvey Elliott,MID,26.0,1,1,0.0,0.0,0,0.0,3,52,4,5,0.0
24-25,Harvey Elliott,MID,28.0,45,1,0.13,0.03,0,0.0,10,52,1,5,0.0
24-25,Harvey Elliott,MID,31.0,35,1,0.21,0.01,0,0.0,1,52,3,5,0.0
24-25,Harvey Elliott,MID,33.0,19,1,0.05,0.01,0,0.0,1,52,1,5,0.0
24-25,Harvey Elliott,MID,34.0,14,0,0.27,0.14,0,0.0,3,52,2,5,2.0
24-25,Harvey Elliott,MID,35.0,68,2,0.1,0.04,0,0.0,11,52,4,5,1.0
24-25,Harvey Elliott,MID,36.0,7,1,0.05,0.02,0,0.0,1,52,5,5,13.0
24-25,Harvey Elliott,MID,37.0,90,13,0.9,0.04,0,0.0,47,52,3,5,1.0
24-25,Hwang Hee-chan,MID,1.0,90,2,0.0,0.11,0,0.0,14,65,5,3,1.0
24-25,Hwang Hee-chan,MID,2.0,58,1,0.0,0.01,0,0.0,3,65,3,3,1.0
24-25,Hwang Hee-chan,MID,3.0,30,1,0.0,0.01,0,0.0,3,64,4,3,1.0
24-25,Hwang Hee-chan,MID,4.0,19,1,0.0,0.02,0,0.0,3,63,4,3,0.0
24-25,Hwang Hee-chan,MID,6.0,22,1,0.0,0.0,0,0.0,3,62,5,3,1.0
24-25,Hwang Hee-chan,MID,7.0,33,1,0.0,0.01,0,0.0,2,62,3,3,0.0
24-25,Hwang Hee-chan,MID,12.0,1,1,0.0,0.0,0,0.0,3,61,3,3,1.0
24-25,Hwang Hee-chan,MID,13.0,8,1,0.0,0.0,0,0.0,2,61,3,3,1.0
24-25,Hwang Hee-chan,MID,14.0,33,1,0.0,0.01,0,0.0,7,61,3,3,0.0
24-25,Hwang Hee-chan,MID,16.0,18,1,0.0,0.0,0,0.0,3,61,2,3,1.0
24-25,Hwang Hee-chan,MID,17.0,16,1,0.0,0.0,0,0.0,2,61,1,3,6.0
24-25,Hwang Hee-chan,MID,18.0,16,6,0.55,0.0,0,0.0,23,61,2,3,7.0
24-25,Hwang Hee-chan,MID,19.0,77,7,0.06,0.01,0,0.0,24,61,3,3,2.0
24-25,Hwang Hee-chan,MID,20.0,74,2,0.16,0.13,0,0.0,3,61,4,3,1.0
24-25,Hwang Hee-chan,MID,21.0,45,1,0.0,0.02,0,0.0,3,61,4,3,0.0
24-25,Hwang Hee-chan,MID,23.0,58,1,0.02,0.02,0,0.0,12,61,5,3,4.0
24-25,Hwang Hee-chan,MID,24.0,11,4,0.0,0.0,0,0.0,11,61,3,3,0.0
24-25,Hwang Hee-chan,MID,28.0,16,1,0.0,0.0,0,0.0,0,61,3,3,0.0
24-25,Hwang Hee-chan,MID,32.0,7,1,0.0,0.0,0,0.0,3,61,2,3,0.0
24-25,Hwang Hee-chan,MID,35.0,5,1,0.0,0.0,0,0.0,2,61,4,3,0.0
24-25,Hwang Hee-chan,MID,37.0,9,1,0.0,0.0,0,0.0,4,61,3,3,0.0
24-25,Ian Maatsen,DEF,1.0,16,1,0.0,0.04,0,0.0,5,50,2,3,1.0
24-25,Ian Maatsen,DEF,2.0,14,1,0.0,0.09,0,0.0,0,50,5,4,1.0
24-25,Ian Maatsen,DEF,3.0,11,1,0.01,0.0,0,0.0,2,50,1,3,1.0
24-25,Ian Maatsen,DEF,4.0,21,1,0.0,0.4,0,0.0,9,49,3,4,1.0
24-25,Ian Maatsen,DEF,5.0,45,1,0.0,0.02,0,0.0,1,49,3,4,1.0
24-25,Ian Maatsen,DEF,6.0,6,1,0.0,0.0,0,0.0,3,49,2,3,1.0
24-25,Ian Maatsen,DEF,7.0,5,1,0.0,0.09,0,0.0,4,48,2,4,0.0
24-25,Ian Maatsen,DEF,9.0,19,1,0.0,0.04,0,0.0,-2,48,3,4,0.0
24-25,Ian Maatsen,DEF,11.0,16,1,0.0,0.02,0,0.0,4,47,5,3,0.0
24-25,Ian Maatsen,DEF,12.0,68,0,0.06,0.04,0,0.0,7,47,3,4,0.0
24-25,Ian Maatsen,DEF,14.0,2,1,0.0,0.01,0,0.0,3,46,3,4,1.0
24-25,Ian Maatsen,DEF,15.0,58,1,0.01,0.12,0,0.0,5,46,1,4,1.0
24-25,Ian Maatsen,DEF,16.0,1,1,0.0,0.0,0,0.0,-1,46,4,3,0.0
24-25,Ian Maatsen,DEF,19.0,7,1,0.0,0.0,0,0.0,4,46,3,4,4.0
24-25,Ian Maatsen,DEF,20.0,14,4,0.0,0.42,0,0.0,16,46,1,4,0.0
24-25,Ian Maatsen,DEF,22.0,45,0,0.05,0.0,0,0.0,-1,45,5,3,1.0
24-25,Ian Maatsen,DEF,23.0,52,1,0.04,0.03,0,0.0,1,45,2,4,1.0
24-25,Ian Maatsen,DEF,24.0,45,1,0.0,0.11,0,0.0,7,45,3,3,1.0
24-25,Ian Maatsen,DEF,25.0,45,1,0.07,0.11,0,0.0,11,45,2,4,1.0
24-25,Ian Maatsen,DEF,25.0,12,1,0.0,0.11,0,0.0,3,45,5,4,2.0
24-25,Ian Maatsen,DEF,26.0,90,2,0.0,0.05,0,0.0,8,45,3,4,1.0
24-25,Ian Maatsen,DEF,27.0,12,1,0.0,0.0,0,0.0,-1,45,3,3,0.0
24-25,Ian Maatsen,DEF,31.0,90,5,0.12,0.4,0,0.0,22,45,4,4,6.0
