season,name,position,GW,minutes,total_points,expected_goals,expected_assists,clean_sheets,saves,bps,value,team_difficulty,opponent_difficulty,target_next_gw
23-24,Aaron Wan-Bissaka,DEF,20.0,89,1,0.04,0.05,0,0.0,12,44,2,3,0.0
23-24,Aaron Wan-Bissaka,DEF,21.0,90,0,0.0,0.01,0,0.0,13,44,3,4,0.0
23-24,Aaron Wan-Bissaka,DEF,30.0,90,1,0.0,0.05,0,0.0,15,44,2,3,0.0
23-24,Aaron Wan-Bissaka,DEF,31.0,90,0,0.0,0.02,0,0.0,9,44,3,3,4.0
23-24,Aaron Wan-Bissaka,DEF,32.0,90,4,0.0,0.02,0,0.0,17,44,4,4,1.0
23-24,Aaron Wan-Bissaka,DEF,33.0,90,1,0.0,0.05,0,0.0,9,44,2,3,1.0
23-24,Aaron Wan-Bissaka,DEF,34.0,90,1,0.0,0.03,0,0.0,13,44,2,4,2.0
23-24,Aaron Wan-Bissaka,DEF,35.0,90,2,0.0,0.02,0,0.0,10,44,2,4,0.0
23-24,Aaron Wan-Bissaka,DEF,36.0,90,0,0.0,0.05,0,0.0,12,44,2,3,2.0
23-24,Aaron Wan-Bissaka,DEF,37.0,86,2,0.0,0.03,0,0.0,16,44,5,4,1.0
23-24,Aaron Wan-Bissaka,DEF,37.0,90,1,0.04,0.16,0,0.0,11,44,3,4,6.0
23-24,Adam Smith,DEF,7.0,7,1,0.0,0.03,0,0.0,2,44,5,2,1.0
23-24,Adam Smith,DEF,8.0,85,1,0.0,0.13,0,0.0,13,44,2,2,0.0
23-24,Adam Smith,DEF,10.0,5,1,0.0,0.0,0,0.0,3,44,2,2,0.0
23-24,Adam Smith,DEF,12.0,22,1,0.0,0.0,0,0.0,3,44,3,2,5.0
23-24,Adam Smith,DEF,13.0,90,5,0.0,0.37,0,0.0,21,44,2,2,1.0
23-24,Adam Smith,DEF,14.0,90,1,0.0,0.05,0,0.0,10,44,3,2,6.0
23-24,Adam Smith,DEF,15.0,90,6,0.0,0.15,1,0.0,21,44,2,2,6.0
23-24,Adam Smith,DEF,16.0,90,6,0.0,0.0,1,0.0,22,44,4,2,4.0
23-24,Adam Smith,DEF,18.0,90,4,0.0,0.08,0,0.0,30,44,2,2,6.0
23-24,Adam Smith,DEF,19.0,90,6,0.0,0.0,1,0.0,24,44,2,2,1.0
23-24,Adam Smith,DEF,20.0,81,1,0.0,0.03,0,0.0,10,44,4,2,0.0
23-24,Adam Smith,DEF,22.0,90,2,0.0,0.01,0,0.0,10,44,3,2,2.0
23-24,Adam Smith,DEF,23.0,90,2,0.0,0.03,0,0.0,13,44,2,2,0.0
23-24,Adam Smith,DEF,24.0,84,0,0.0,0.01,0,0.0,3,44,3,2,1.0
23-24,Adam Smith,DEF,25.0,90,1,0.0,0.0,0,0.0,3,44,4,2,2.0
23-24,Adam Smith,DEF,26.0,90,2,0.0,0.01,0,0.0,10,44,5,2,5.0
23-24,Adam Smith,DEF,27.0,90,5,0.0,0.0,1,0.0,19,44,2,2,0.0
23-24,Adam Smith,DEF,28.0,73,0,0.02,0.08,0,0.0,9,44,2,2,0.0
23-24,Adam Smith,DEF,28.0,70,0,0.0,0.07,0,0.0,8,44,2,2,5.0
23-24,Adam Smith,DEF,30.0,90,5,0.0,0.01,0,0.0,15,44,2,2,9.0
23-24,Adam Smith,DEF,31.0,89,9,0.0,0.14,1,0.0,29,44,2,2,1.0
23-24,Adam Smith,DEF,32.0,90,1,0.0,0.12,0,0.0,8,44,2,2,1.0
23-24,Adam Smith,DEF,33.0,69,1,0.0,0.13,0,0.0,17,44,3,2,0.0
23-24,Adam Smith,DEF,34.0,45,0,0.0,0.01,0,0.0,0,44,4,2,6.0
23-24,Adam Smith,DEF,34.0,90,6,0.0,0.02,1,0.0,25,44,2,2,7.0
23-24,Adam Smith,DEF,35.0,90,7,0.03,0.0,1,0.0,23,44,2,2,0.0
23-24,Adam Smith,DEF,36.0,88,0,0.0,0.01,0,0.0,7,44,5,2,6.0
23-24,Adam Smith,DEF,37.0,80,6,0.0,0.01,1,0.0,20,44,2,2,0.0
23-24,Adam Webster,DEF,2.0,90,1,0.0,0.01,0,0.0,20,45,2,2,1.0
23-24,Adam Webster,DEF,3.0,90,1,0.0,0.05,0,0.0,14,44,2,3,0.0
23-24,Adam Webster,DEF,6.0,90,2,0.1,0.01,0,0.0,16,44,2,3,-1.0
23-24,Adam Webster,DEF,7.0,90,-1,0.0,0.01,0,0.0,13,44,4,2,0.0
23-24,Adam Webster,DEF,10.0,90,2,0.09,0.01,0,0.0,18,43,2,3,0.0
23-24,Adam Webster,DEF,12.0,90,0,0.13,0.01,0,0.0,8,43,2,3,0.0
23-24,Adam Webster,DEF,20.0,73,6,0.01,0.02,1,0.0,27,42,3,2,0.0
23-24,Adam Webster,DEF,21.0,18,0,0.0,0.02,0,0.0,-2,42,2,3,0.0
23-24,Adam Webster,DEF,25.0,45,1,0.0,0.04,0,0.0,11,42,2,2,0.0
23-24,Adam Webster,DEF,27.0,90,1,0.04,0.07,0,0.0,17,42,3,2,0.0
23-24,Adam Webster,DEF,35.0,16,1,0.0,0.0,0,0.0,6,42,2,2,8.0
23-24,Adam Webster,DEF,36.0,90,8,0.0,0.01,1,0.0,27,42,3,3,2.0
23-24,Adam Webster,DEF,37.0,90,2,0.0,0.01,0,0.0,12,42,4,2,1.0
23-24,Adam Webster,DEF,37.0,90,1,0.0,0.02,0,0.0,10,42,3,3,1.0
23-24,Adam Wharton,MID,23.0,62,2,0.0,0.0,0,0.0,9,50,3,2,2.0
23-24,Adam Wharton,MID,24.0,90,2,0.0,0.01,0,0.0,20,50,3,2,3.0
23-24,Adam Wharton,MID,25.0,87,3,0.0,0.09,0,0.0,17,50,2,2,2.0
23-24,Adam Wharton,MID,26.0,65,2,0.08,0.33,1,0.0,15,50,2,2,3.0
23-24,Adam Wharton,MID,27.0,70,3,0.07,0.0,1,0.0,7,50,4,2,3.0
23-24,Adam Wharton,MID,28.0,80,3,0.0,0.05,1,0.0,10,50,2,2,2.0
23-24,Adam Wharton,MID,30.0,79,2,0.02,0.31,0,0.0,13,50,2,2,2.0
23-24,Adam Wharton,MID,31.0,85,2,0.0,0.02,0,0.0,10,50,2,2,5.0
23-24,Adam Wharton,MID,32.0,90,5,0.0,0.15,0,0.0,22,50,5,2,3.0
23-24,Adam Wharton,MID,33.0,90,3,0.08,0.01,1,0.0,14,50,5,2,2.0
23-24,Adam Wharton,MID,34.0,60,2,0.0,0.32,0,0.0,17,50,2,2,2.0
23-24,Adam Wharton,MID,34.0,82,2,0.08,0.02,1,0.0,5,50,3,2,8.0
23-24,Adam Wharton,MID,35.0,90,8,0.02,0.03,0,0.0,26,50,3,2,3.0
23-24,Adam Wharton,MID,36.0,90,3,0.0,0.07,1,0.0,11,50,3,2,5.0
23-24,Adam Wharton,MID,37.0,90,5,0.03,0.03,0,0.0,13,50,2,2,3.0
23-24,Albert Sambi Lokonga,MID,5.0,74,2,0.0,0.0,0,0.0,4,49,3,2,1.0
23-24,Albert Sambi Lokonga,MID,6.0,56,1,0.06,0.01,0,0.0,7,49,2,2,0.0
23-24,Albert Sambi Lokonga,MID,16.0,18,1,0.0,0.0,0,0.0,3,49,5,2,3.0
23-24,Albert Sambi Lokonga,MID,18.0,79,3,0.0,0.03,1,0.0,9,49,3,2,6.0
23-24,Albert Sambi Lokonga,MID,19.0,90,6,0.03,0.01,0,0.0,25,49,2,2,2.0
23-24,Albert Sambi Lokonga,MID,20.0,90,2,0.0,0.01,0,0.0,11,49,3,2,2.0
23-24,Albert Sambi Lokonga,MID,21.0,85,2,0.14,0.04,0,0.0,13,49,2,2,5.0
23-24,Albert Sambi Lokonga,MID,22.0,67,5,0.02,0.13,1,0.0,18,49,2,2,1.0
23-24,Albert Sambi Lokonga,MID,23.0,90,1,0.0,0.04,0,0.0,14,49,4,2,2.0
23-24,Albert Sambi Lokonga,MID,24.0,90,2,0.0,0.05,0,0.0,19,49,2,2,2.0
23-24,Albert Sambi Lokonga,MID,25.0,90,2,0.02,0.32,0,0.0,19,49,3,2,1.0
23-24,Albert Sambi Lokonga,MID,25.0,45,1,0.0,0.0,0,0.0,4,49,5,2,0.0
23-24,Albert Sambi Lokonga,MID,34.0,70,2,0.0,0.02,0,0.0,13,49,2,2,1.0
23-24,Albert Sambi Lokonga,MID,35.0,90,1,0.0,0.01,0,0.0,8,49,2,2,6.0
23-24,Albert Sambi Lokonga,MID,36.0,90,6,0.0,0.09,0,0.0,25,49,2,2,9.0
23-24,Albert Sambi Lokonga,MID,37.0,90,9,0.28,0.02,0,0.0,32,49,3,2,1.0
23-24,Alex Iwobi,MID,1.0,90,2,0.32,0.28,0,0.0,9,55,2,2,1.0
23-24,Alex Iwobi,MID,2.0,50,1,0.0,0.07,0,0.0,4,55,4,2,0.0
23-24,Alex Iwobi,MID,5.0,28,1,0.11,0.01,0,0.0,6,54,2,3,1.0
23-24,Alex Iwobi,MID,6.0,15,1,0.0,0.03,0,0.0,3,54,2,2,1.0
23-24,Alex Iwobi,MID,7.0,36,1,0.17,0.11,0,0.0,3,54,3,3,2.0
23-24,Alex Iwobi,MID,8.0,78,2,0.08,0.04,0,0.0,16,54,2,3,1.0
23-24,Alex Iwobi,MID,9.0,45,1,0.04,0.18,0,0.0,4,54,4,2,2.0
23-24,Alex Iwobi,MID,10.0,90,2,0.02,0.02,0,0.0,12,54,3,2,2.0
23-24,Alex Iwobi,MID,11.0,88,2,0.17,0.01,1,0.0,12,54,3,3,1.0
23-24,Alex Iwobi,MID,12.0,81,1,0.07,0.07,0,0.0,4,54,4,2,9.0
23-24,Alex Iwobi,MID,13.0,90,9,0.94,0.57,0,0.0,30,53,2,3,2.0
23-24,Alex Iwobi,MID,14.0,74,2,0.0,0.03,0,0.0,5,53,5,2,14.0
23-24,Alex Iwobi,MID,15.0,75,14,0.67,0.07,1,0.0,50,53,2,3,6.0
23-24,Alex Iwobi,MID,16.0,78,6,0.47,0.04,1,0.0,24,53,2,3,2.0
23-24,Alex Iwobi,MID,17.0,76,2,0.12,0.03,0,0.0,3,53,4,2,2.0
23-24,Alex Iwobi,MID,18.0,90,2,0.39,0.14,0,0.0,15,53,2,3,2.0
23-24,Alex Iwobi,MID,19.0,90,2,0.0,0.06,0,0.0,12,53,2,2,2.0
23-24,Alex Iwobi,MID,20.0,71,2,0.09,0.01,0,0.0,13,53,5,3,0.0
23-24,Alex Iwobi,MID,25.0,45,1,0.09,0.02,0,0.0,0,53,3,3,10.0
23-24,Alex Iwobi,MID,26.0,90,10,0.26,0.25,0,0.0,31,53,4,2,3.0
23-24,Alex Iwobi,MID,27.0,68,3,0.0,0.07,1,0.0,10,53,2,3,10.0
23-24,Alex Iwobi,MID,28.0,90,10,0.56,0.36,0,0.0,37,53,2,2,3.0
23-24,Alex Iwobi,MID,29.0,81,3,0.0,0.09,1,0.0,15,53,3,3,2.0
23-24,Alex Iwobi,MID,30.0,73,2,0.17,0.05,0,0.0,8,53,2,2,1.0
23-24,Alex Iwobi,MID,31.0,32,1,0.0,0.02,0,0.0,4,53,2,2,2.0
23-24,Alex Iwobi,MID,32.0,90,2,0.0,0.18,0,0.0,15,53,3,3,6.0
23-24,Alex Iwobi,MID,33.0,73,6,0.27,0.75,1,0.0,15,53,3,2,2.0
23-24,Alex Iwobi,MID,34.0,84,2,0.0,0.3,0,0.0,12,53,4,3,2.0
23-24,Alex Iwobi,MID,35.0,90,2,0.0,0.02,0,0.0,10,53,2,3,3.0
23-24,Alex Iwobi,MID,36.0,90,3,0.17,0.23,1,0.0,16,53,2,2,2.0
23-24,Alex Iwobi,MID,37.0,90,2,0.0,0.03,0,0.0,12,53,5,3,2.0
23-24,Alex Scott,MID,9.0,56,0,0.0,0.01,0,0.0,1,49,2,2,2.0
23-24,Alex Scott,MID,10.0,90,2,0.03,0.07,0,0.0,16,49,2,2,1.0
23-24,Alex Scott,MID,11.0,43,1,0.04,0.01,0,0.0,4,49,5,2,0.0
23-24,Alex Scott,MID,18.0,41,0,0.0,0.13,0,0.0,1,49,2,2,9.0
23-24,Alex Scott,MID,19.0,90,9,0.0,0.17,1,0.0,34,49,2,2,6.0
23-24,Alex Scott,MID,20.0,21,6,0.15,0.02,0,0.0,23,49,4,2,1.0
23-24,Alex Scott,MID,21.0,35,1,0.03,0.0,0,0.0,3,49,4,2,2.0
23-24,Alex Scott,MID,22.0,67,2,0.0,0.04,0,0.0,2,49,3,2,1.0
23-24,Alex Scott,MID,23.0,34,1,0.0,0.01,0,0.0,0,49,2,2,2.0
23-24,Alex Scott,MID,24.0,62,2,0.15,0.03,0,0.0,3,49,3,2,1.0
23-24,Alex Scott,MID,25.0,19,1,0.09,0.0,0,0.0,5,49,4,2,1.0
23-24,Alex Scott,MID,26.0,21,1,0.0,0.02,0,0.0,10,49,5,2,1.0
23-24,Alex Scott,MID,27.0,45,1,0.0,0.0,0,0.0,0,49,2,2,1.0
23-24,Alex Scott,MID,28.0,16,1,0.1,0.17,0,0.0,4,49,2,2,1.0
23-24,Alex Scott,MID,28.0,45,1,0.0,0.02,0,0.0,6,49,2,2,0.0
23-24,Alex Scott,MID,31.0,45,1,0.0,0.02,0,0.0,5,49,2,2,1.0
23-24,Alex Scott,MID,32.0,3,1,0.0,0.0,0,0.0,4,49,2,2,0.0
23-24,Alex Scott,MID,34.0,14,1,0.04,0.11,0,0.0,10,49,4,2,3.0
23-24,Alex Scott,MID,34.0,80,3,0.07,0.08,1,0.0,5,49,2,2,3.0
23-24,Alex Scott,MID,35.0,76,3,0.06,0.06,1,0.0,10,49,2,2,1.0
23-24,Alex Scott,MID,36.0,70,1,0.06,0.04,0,0.0,8,49,5,2,1.0
23-24,Alex Scott,MID,37.0,10,1,0.0,0.03,0,0.0,7,49,2,2,1.0
23-24,Alexander Isak,FWD,1.0,67,13,0.76,0.02,0,0.0,51,75,3,4,2.0
23-24,Alexander Isak,FWD,2.0,65,2,0.0,0.02,0,0.0,7,76,5,3,2.0
23-24,Alexander Isak,FWD,3.0,71,2,0.16,0.02,1,0.0,5,77,4,4,2.0
23-24,Alexander Isak,FWD,4.0,73,2,0.48,0.03,0,0.0,7,77,3,3,0.0
23-24,Alexander Isak,FWD,6.0,20,5,0.61,0.02,0,0.0,27,76,2,3,6.0
23-24,Alexander Isak,FWD,7.0,90,6,1.83,0.03,1,0.0,22,76,2,4,13.0
23-24,Alexander Isak,FWD,8.0,85,13,1.6,0.01,0,0.0,51,75,3,3,1.0
23-24,Alexander Isak,FWD,9.0,20,1,0.0,0.0,0,0.0,3,75,2,4,0.0
23-24,Alexander Isak,FWD,13.0,80,8,0.64,0.01,0,0.0,25,74,3,4,2.0
23-24,Alexander Isak,FWD,14.0,90,2,0.34,0.64,1,0.0,11,75,3,4,2.0
23-24,Alexander Isak,FWD,15.0,90,2,0.45,0.01,0,0.0,1,75,2,3,2.0
23-24,Alexander Isak,FWD,16.0,63,2,0.77,0.06,0,0.0,3,76,4,3,0.0
23-24,Alexander Isak,FWD,18.0,52,1,0.0,0.2,0,0.0,4,76,2,3,7.0
23-24,Alexander Isak,FWD,19.0,90,7,1.35,0.15,0,0.0,30,76,2,4,6.0
23-24,Alexander Isak,FWD,20.0,90,6,0.25,0.03,0,0.0,29,76,5,3,6.0
23-24,Alexander Isak,FWD,21.0,90,6,0.78,0.02,0,0.0,23,76,5,4,1.0
23-24,Alexander Isak,FWD,22.0,42,1,0.04,0.01,0,0.0,3,76,4,3,0.0
23-24,Alexander Isak,FWD,26.0,63,2,0.04,0.01,0,0.0,5,75,5,3,8.0
23-24,Alexander Isak,FWD,27.0,69,8,0.7,0.01,1,0.0,30,75,2,4,6.0
23-24,Alexander Isak,FWD,28.0,90,6,0.09,0.03,0,0.0,26,75,3,3,15.0
23-24,Alexander Isak,FWD,30.0,90,15,1.87,0.2,0,0.0,62,76,2,4,8.0
23-24,Alexander Isak,FWD,31.0,90,8,1.34,0.26,0,0.0,26,77,2,4,2.0
23-24,Alexander Isak,FWD,32.0,90,2,0.27,0.01,1,0.0,3,79,3,3,12.0
23-24,Alexander Isak,FWD,33.0,90,12,1.51,0.02,1,0.0,50,79,3,4,2.0
23-24,Alexander Isak,FWD,34.0,90,2,0.06,0.04,0,0.0,11,80,2,3,13.0
23-24,Alexander Isak,FWD,35.0,90,13,1.22,0.09,0,0.0,50,82,2,4,7.0
23-24,Alexander Isak,FWD,36.0,76,7,1.64,0.08,1,0.0,28,83,2,3,2.0
23-24,Alexander Isak,FWD,37.0,67,2,0.2,0.01,0,0.0,3,84,2,4,2.0
23-24,Alexander Isak,FWD,37.0,90,2,0.34,0.15,0,0.0,-1,84,4,3,14.0
23-24,Alexis Mac Allister,MID,1.0,90,1,0.0,0.22,0,0.0,13,60,3,4,-2.0
23-24,Alexis Mac Allister,MID,2.0,57,-2,0.0,0.05,0,0.0,1,60,2,5,2.0
23-24,Alexis Mac Allister,MID,3.0,76,2,0.0,0.01,0,0.0,8,60,4,4,3.0
23-24,Alexis Mac Allister,MID,4.0,86,3,0.0,0.04,1,0.0,14,60,3,5,0.0
23-24,Alexis Mac Allister,MID,5.0,45,0,0.0,0.01,0,0.0,2,60,2,4,6.0
23-24,Alexis Mac Allister,MID,6.0,87,6,0.03,0.39,0,0.0,24,59,2,5,1.0
23-24,Alexis Mac Allister,MID,7.0,79,1,0.04,0.0,0,0.0,3,59,4,4,2.0
23-24,Alexis Mac Allister,MID,8.0,90,2,0.01,0.02,0,0.0,16,59,3,4,3.0
23-24,Alexis Mac Allister,MID,9.0,90,3,0.02,0.08,1,0.0,18,59,2,5,2.0
23-24,Alexis Mac Allister,MID,10.0,90,2,0.03,0.16,1,0.0,8,59,2,5,1.0
23-24,Alexis Mac Allister,MID,11.0,90,1,0.0,0.08,0,0.0,11,58,2,4,0.0
23-24,Alexis Mac Allister,MID,13.0,84,2,0.02,0.02,0,0.0,11,58,5,4,9.0
23-24,Alexis Mac Allister,MID,14.0,64,9,0.03,0.01,0,0.0,32,58,2,5,1.0
23-24,Alexis Mac Allister,MID,15.0,58,1,0.02,0.01,0,0.0,3,58,2,4,0.0
23-24,Alexis Mac Allister,MID,20.0,15,1,0.0,0.19,0,0.0,2,58,3,5,3.0
23-24,Alexis Mac Allister,MID,21.0,90,3,0.02,0.04,1,0.0,19,58,2,4,2.0
23-24,Alexis Mac Allister,MID,22.0,90,2,0.13,0.04,0,0.0,24,58,3,5,2.0
23-24,Alexis Mac Allister,MID,23.0,90,2,0.06,0.17,0,0.0,12,58,5,4,2.0
23-24,Alexis Mac Allister,MID,24.0,90,2,0.05,0.03,0,0.0,15,58,2,5,8.0
23-24,Alexis Mac Allister,MID,25.0,82,8,0.33,0.1,0,0.0,29,58,2,4,9.0
23-24,Alexis Mac Allister,MID,25.0,88,9,0.0,0.44,0,0.0,38,58,2,5,6.0
23-24,Alexis Mac Allister,MID,27.0,90,6,0.25,0.99,1,0.0,26,58,2,4,10.0
23-24,Alexis Mac Allister,MID,28.0,90,10,0.95,0.03,0,0.0,28,58,5,5,4.0
23-24,Alexis Mac Allister,MID,30.0,90,4,0.18,0.51,0,0.0,21,58,2,5,10.0
23-24,Alexis Mac Allister,MID,31.0,90,10,0.17,0.05,0,0.0,34,58,2,5,2.0
23-24,Alexis Mac Allister,MID,32.0,90,2,0.1,0.05,0,0.0,16,59,4,4,2.0
23-24,Alexis Mac Allister,MID,33.0,90,2,0.12,0.2,0,0.0,10,59,2,5,1.0
23-24,Alexis Mac Allister,MID,34.0,16,1,0.0,0.0,0,0.0,3,59,3,4,2.0
23-24,Alexis Mac Allister,MID,34.0,90,2,0.09,0.17,0,0.0,10,59,2,4,1.0
23-24,Alexis Mac Allister,MID,35.0,90,1,0.2,0.26,0,0.0,9,59,3,4,2.0
23-24,Alexis Mac Allister,MID,36.0,74,2,0.0,0.05,0,0.0,7,59,3,5,2.0
23-24,Alexis Mac Allister,MID,37.0,90,2,0.11,0.37,0,0.0,11,59,4,4,9.0
23-24,Alphonse Areola,GK,1.0,90,3,0.0,0.0,0,4.0,16,40,2,2,10.0
23-24,Alphonse Areola,GK,2.0,90,10,0.0,0.0,0,3.0,31,40,3,3,5.0
23-24,Alphonse Areola,GK,3.0,90,5,0.0,0.0,0,9.0,27,40,3,2,2.0
23-24,Alphonse Areola,GK,4.0,90,2,0.0,0.0,0,0.0,8,41,2,2,4.0
23-24,Alphonse Areola,GK,5.0,90,4,0.0,0.0,0,10.0,29,41,5,3,2.0
23-24,Alphonse Areola,GK,6.0,90,2,0.0,0.0,0,4.0,17,41,5,2,6.0
23-24,Alphonse Areola,GK,7.0,90,6,0.0,0.0,1,2.0,23,42,2,3,1.0
23-24,Alphonse Areola,GK,8.0,90,1,0.0,0.0,0,1.0,10,42,3,3,1.0
23-24,Alphonse Areola,GK,9.0,90,1,0.0,0.0,0,3.0,14,42,4,2,3.0
23-24,Alphonse Areola,GK,10.0,90,3,0.0,0.0,0,3.0,17,42,2,3,1.0
23-24,Alphonse Areola,GK,11.0,90,1,0.0,0.0,0,2.0,11,43,2,2,2.0
23-24,Alphonse Areola,GK,12.0,90,2,0.0,0.0,0,3.0,14,43,2,3,3.0
23-24,Alphonse Areola,GK,13.0,90,3,0.0,0.0,0,4.0,17,43,2,2,2.0
23-24,Alphonse Areola,GK,14.0,90,2,0.0,0.0,0,1.0,9,43,2,3,0.0
23-24,Alphonse Areola,GK,18.0,90,8,0.0,0.0,1,3.0,26,42,3,3,10.0
23-24,Alphonse Areola,GK,19.0,90,10,0.0,0.0,1,8.0,37,42,5,2,11.0
23-24,Alphonse Areola,GK,20.0,90,11,0.0,0.0,1,8.0,37,42,2,3,3.0
23-24,Alphonse Areola,GK,21.0,90,3,0.0,0.0,0,4.0,13,42,2,2,3.0
23-24,Alphonse Areola,GK,22.0,90,3,0.0,0.0,0,3.0,13,42,2,3,1.0
23-24,Alphonse Areola,GK,23.0,45,1,0.0,0.0,0,2.0,7,42,4,2,0.0
23-24,Alphonse Areola,GK,24.0,90,0,0.0,0.0,0,6.0,13,42,5,3,3.0
23-24,Alphonse Areola,GK,25.0,90,3,0.0,0.0,0,6.0,23,42,2,2,2.0
23-24,Alphonse Areola,GK,26.0,90,2,0.0,0.0,0,5.0,18,42,2,3,13.0
23-24,Alphonse Areola,GK,27.0,90,13,0.0,0.0,0,9.0,45,42,2,2,2.0
23-24,Alphonse Areola,GK,28.0,90,2,0.0,0.0,0,3.0,17,43,2,3,3.0
23-24,Alphonse Areola,GK,29.0,90,3,0.0,0.0,0,4.0,17,43,3,3,2.0
23-24,Alphonse Areola,GK,30.0,45,2,0.0,0.0,0,3.0,10,43,4,2,0.0
23-24,Alphonse Areola,GK,35.0,90,1,0.0,0.0,0,7.0,17,42,4,3,3.0
23-24,Alphonse Areola,GK,36.0,90,3,0.0,0.0,0,9.0,26,42,3,2,2.0
23-24,Alphonse Areola,GK,37.0,90,2,0.0,0.0,0,0.0,8,42,2,3,4.0
23-24,Amad Diallo,MID,20.0,36,1,0.07,0.11,0,0.0,7,44,2,3,0.0
23-24,Amad Diallo,MID,26.0,10,1,0.0,0.03,0,0.0,3,44,2,4,0.0
23-24,Amad Diallo,MID,33.0,45,1,0.02,0.01,0,0.0,0,44,2,3,1.0
23-24,Amad Diallo,MID,34.0,35,1,0.0,0.02,0,0.0,1,44,2,4,1.0
23-24,Amad Diallo,MID,35.0,25,1,0.2,0.05,0,0.0,5,44,2,4,1.0
23-24,Amad Diallo,MID,36.0,10,1,0.0,0.0,0,0.0,4,44,2,3,2.0
23-24,Amad Diallo,MID,37.0,69,2,0.0,0.06,0,0.0,5,44,5,4,12.0
23-24,Amad Diallo,MID,37.0,81,12,0.21,0.06,0,0.0,33,44,3,4,3.0
23-24,Amadou Onana,MID,1.0,90,2,0.05,0.38,0,0.0,18,50,2,2,2.0
23-24,Amadou Onana,MID,2.0,90,2,0.0,0.02,0,0.0,14,50,4,2,2.0
23-24,Amadou Onana,MID,3.0,90,2,0.05,0.2,0,0.0,16,50,2,2,2.0
23-24,Amadou Onana,MID,4.0,90,2,0.02,0.02,0,0.0,13,49,2,2,2.0
23-24,Amadou Onana,MID,5.0,90,2,0.0,0.0,0,0.0,7,49,5,2,2.0
23-24,Amadou Onana,MID,6.0,76,2,0.14,0.03,0,0.0,9,49,2,2,2.0
23-24,Amadou Onana,MID,7.0,90,2,0.48,0.17,0,0.0,8,49,2,2,3.0
23-24,Amadou Onana,MID,8.0,90,3,0.22,0.04,1,0.0,15,48,2,2,2.0
23-24,Amadou Onana,MID,9.0,79,2,0.03,0.0,0,0.0,8,48,5,2,3.0
23-24,Amadou Onana,MID,10.0,90,3,0.08,0.01,1,0.0,11,48,3,2,0.0
23-24,Amadou Onana,MID,12.0,45,0,0.0,0.01,0,0.0,1,48,2,2,0.0
23-24,Amadou Onana,MID,16.0,45,1,0.0,0.01,0,0.0,5,47,3,2,11.0
23-24,Amadou Onana,MID,17.0,90,11,0.26,0.03,1,0.0,39,47,2,2,1.0
23-24,Amadou Onana,MID,18.0,78,1,0.16,0.05,0,0.0,2,47,4,2,2.0
23-24,Amadou Onana,MID,19.0,90,2,0.0,0.01,0,0.0,4,47,5,2,2.0
23-24,Amadou Onana,MID,20.0,90,2,0.02,0.02,0,0.0,14,47,2,2,3.0
23-24,Amadou Onana,MID,21.0,90,3,0.04,0.01,1,0.0,7,47,3,2,0.0
23-24,Amadou Onana,MID,24.0,12,1,0.0,0.0,0,0.0,3,47,5,2,8.0
23-24,Amadou Onana,MID,25.0,24,8,0.33,0.09,0,0.0,21,47,2,2,0.0
23-24,Amadou Onana,MID,26.0,41,0,0.0,0.0,0,0.0,4,47,3,2,2.0
23-24,Amadou Onana,MID,27.0,90,2,0.04,0.04,0,0.0,21,47,2,2,1.0
23-24,Amadou Onana,MID,28.0,90,1,0.08,0.04,0,0.0,7,47,4,2,1.0
23-24,Amadou Onana,MID,30.0,78,1,0.01,0.06,0,0.0,6,47,2,2,2.0
23-24,Amadou Onana,MID,31.0,60,2,0.0,0.06,0,0.0,12,47,4,2,0.0
23-24,Amadou Onana,MID,33.0,45,1,0.02,0.01,0,0.0,1,47,3,2,0.0
23-24,Amadou Onana,MID,34.0,15,1,0.0,0.0,0,0.0,4,47,4,2,1.0
23-24,Amadou Onana,MID,35.0,12,1,0.0,0.01,0,0.0,5,47,2,2,1.0
23-24,Amadou Onana,MID,36.0,35,1,0.06,0.01,0,0.0,4,47,2,2,3.0
23-24,Amadou Onana,MID,37.0,90,3,0.13,0.05,1,0.0,14,47,2,2,2.0
23-24,Andreas Hoelgebaum Pereira,MID,1.0,32,4,0.0,0.0,0,0.0,10,55,2,2,2.0
23-24,Andreas Hoelgebaum Pereira,MID,2.0,67,2,0.02,0.01,0,0.0,8,55,2,3,8.0
23-24,Andreas Hoelgebaum Pereira,MID,3.0,62,8,0.02,0.0,1,0.0,25,55,5,2,1.0
23-24,Andreas Hoelgebaum Pereira,MID,4.0,90,1,0.0,0.03,0,0.0,1,55,5,2,3.0
23-24,Andreas Hoelgebaum Pereira,MID,5.0,80,3,0.0,0.36,1,0.0,14,55,2,3,3.0
23-24,Andreas Hoelgebaum Pereira,MID,6.0,74,3,0.17,0.04,1,0.0,3,55,2,2,1.0
23-24,Andreas Hoelgebaum Pereira,MID,7.0,74,1,0.0,0.07,0,0.0,3,55,3,3,5.0
23-24,Andreas Hoelgebaum Pereira,MID,8.0,70,5,0.29,0.21,0,0.0,13,55,2,3,1.0
23-24,Andreas Hoelgebaum Pereira,MID,9.0,45,1,0.0,0.05,0,0.0,4,55,4,2,1.0
23-24,Andreas Hoelgebaum Pereira,MID,10.0,32,1,0.3,0.02,0,0.0,2,55,3,2,3.0
